zip_code,etl_timestamp,POS,NEG
19127,2020-12-14 18:20:01,231,4814
19178,2020-12-14 18:20:01,NA,9
19123,2020-12-14 18:20:01,870,13920
19122,2020-12-14 18:20:01,1492,14298
19121,2020-12-14 18:20:01,1890,20524
19140,2020-12-14 18:20:01,3076,25105
19124,2020-12-14 18:20:01,4064,28562
19130,2020-12-14 18:20:01,1161,24142
19103,2020-12-14 18:20:01,701,20930
19106,2020-12-14 18:20:01,513,9998
19193,2020-12-14 18:20:01,NA,9
19126,2020-12-14 18:20:01,1138,10950
19145,2020-12-14 18:20:01,2689,27178
19153,2020-12-14 18:20:01,617,5618
19154,2020-12-14 18:20:01,2063,17265
19152,2020-12-14 18:20:01,2296,23133
19125,2020-12-14 18:20:01,1087,17900
19133,2020-12-14 18:20:01,1587,11135
19139,2020-12-14 18:20:01,2334,28920
19102,2020-12-14 18:20:01,210,5150
19119,2020-12-14 18:20:01,1168,18853
19135,2020-12-14 18:20:01,1795,13671
19129,2020-12-14 18:20:01,443,7822
19116,2020-12-14 18:20:01,2190,15521
19149,2020-12-14 18:20:01,2909,19575
19138,2020-12-14 18:20:01,1701,16251
19109,2020-12-14 18:20:01,NA,30
19142,2020-12-14 18:20:01,1602,12592
19114,2020-12-14 18:20:01,1711,13507
19170,2020-12-14 18:20:01,NA,10
19143,2020-12-14 18:20:01,2990,41539
19104,2020-12-14 18:20:01,1760,36351
19160,2020-12-14 18:20:01,NA,43
19108,2020-12-14 18:20:01,NA,46
19151,2020-12-14 18:20:01,1704,16516
19128,2020-12-14 18:20:01,1403,24526
19111,2020-12-14 18:20:01,3950,31209
19188,2020-12-14 18:20:01,NA,7
19144,2020-12-14 18:20:01,2134,25960
19197,2020-12-14 18:20:01,NA,9
19131,2020-12-14 18:20:01,2380,33059
19148,2020-12-14 18:20:01,2800,26945
19113,2020-12-14 18:20:01,NA,63
19120,2020-12-14 18:20:01,4072,29068
19101,2020-12-14 18:20:01,59,269
19190,2020-12-14 18:20:01,NA,13
19136,2020-12-14 18:20:01,2673,27333
19194,2020-12-14 18:20:01,NA,13
19115,2020-12-14 18:20:01,2357,18630
19105,2020-12-14 18:20:01,12,125
19147,2020-12-14 18:20:01,1309,26846
19192,2020-12-14 18:20:01,NA,11
19141,2020-12-14 18:20:01,1650,15429
19132,2020-12-14 18:20:01,1680,16969
19134,2020-12-14 18:20:01,2998,28880
19118,2020-12-14 18:20:01,336,6696
19107,2020-12-14 18:20:01,624,11375
19182,2020-12-14 18:20:01,NA,7
19146,2020-12-14 18:20:01,1643,31110
19183,2020-12-14 18:20:01,NA,11
19150,2020-12-14 18:20:01,1285,13747
19110,2020-12-14 18:20:01,NA,50
19161,2020-12-14 18:20:01,NA,19
19137,2020-12-14 18:20:01,397,3591
19155,2020-12-14 18:20:01,NA,49
19191,2020-12-14 18:20:01,NA,25
19171,2020-12-14 18:20:01,NA,7
19176,2020-12-14 18:20:01,NA,10
19181,2020-12-14 18:20:01,NA,10
