zip_code,etl_timestamp,POS,NEG
19128,2020-12-02 18:20:02,1144,22061
19127,2020-12-02 18:20:02,187,4352
19123,2020-12-02 18:20:02,769,12620
19122,2020-12-02 18:20:02,1295,13211
19178,2020-12-02 18:20:02,NA,8
19121,2020-12-02 18:20:02,1691,18788
19140,2020-12-02 18:20:02,2689,22956
19124,2020-12-02 18:20:02,3466,25594
19130,2020-12-02 18:20:02,977,21708
19103,2020-12-02 18:20:02,613,18604
19106,2020-12-02 18:20:02,441,9252
19193,2020-12-02 18:20:02,NA,9
19126,2020-12-02 18:20:02,1004,9858
19145,2020-12-02 18:20:02,2291,24901
19153,2020-12-02 18:20:02,528,5026
19154,2020-12-02 18:20:02,1684,15113
19152,2020-12-02 18:20:02,1924,20857
19125,2020-12-02 18:20:02,899,16273
19133,2020-12-02 18:20:02,1418,10092
19139,2020-12-02 18:20:02,2072,26175
19102,2020-12-02 18:20:02,178,4669
19119,2020-12-02 18:20:02,1006,17014
19135,2020-12-02 18:20:02,1495,12270
19129,2020-12-02 18:20:02,374,6973
19116,2020-12-02 18:20:02,1739,13475
19149,2020-12-02 18:20:02,2474,17580
19138,2020-12-02 18:20:02,1493,14608
19109,2020-12-02 18:20:02,NA,28
19142,2020-12-02 18:20:02,1374,11353
19114,2020-12-02 18:20:02,1370,11905
19170,2020-12-02 18:20:02,NA,10
19143,2020-12-02 18:20:02,2542,37613
19104,2020-12-02 18:20:02,1543,32418
19160,2020-12-02 18:20:02,NA,40
19108,2020-12-02 18:20:02,NA,45
19151,2020-12-02 18:20:02,1462,14880
19111,2020-12-02 18:20:02,3290,27779
19188,2020-12-02 18:20:02,NA,7
19144,2020-12-02 18:20:02,1870,23320
19197,2020-12-02 18:20:02,NA,8
19120,2020-12-02 18:20:02,3458,26005
19101,2020-12-02 18:20:02,55,253
19190,2020-12-02 18:20:02,NA,11
19136,2020-12-02 18:20:02,2169,24689
19194,2020-12-02 18:20:02,NA,13
19115,2020-12-02 18:20:02,1936,16523
19105,2020-12-02 18:20:02,11,116
19147,2020-12-02 18:20:02,1125,24609
19192,2020-12-02 18:20:02,NA,11
19141,2020-12-02 18:20:02,1419,13888
19132,2020-12-02 18:20:02,1471,15332
19134,2020-12-02 18:20:02,2560,26462
19118,2020-12-02 18:20:02,300,6104
19107,2020-12-02 18:20:02,554,10457
19182,2020-12-02 18:20:02,NA,7
19148,2020-12-02 18:20:02,2340,24752
19146,2020-12-02 18:20:02,1415,28474
19183,2020-12-02 18:20:02,NA,10
19150,2020-12-02 18:20:02,1092,12279
19110,2020-12-02 18:20:02,NA,45
19161,2020-12-02 18:20:02,NA,16
19137,2020-12-02 18:20:02,301,3254
19155,2020-12-02 18:20:02,NA,45
19191,2020-12-02 18:20:02,NA,24
19171,2020-12-02 18:20:02,NA,6
19176,2020-12-02 18:20:02,NA,9
19181,2020-12-02 18:20:02,NA,10
19131,2020-12-02 18:20:02,2100,29824
19113,2020-12-02 18:20:02,NA,57
