zip_code,etl_timestamp,POS,NEG
19106,2020-08-12 17:20:02,108,2383
19125,2020-08-12 17:20:02,322,4525
19111,2020-08-12 17:20:02,1375,7218
19141,2020-08-12 17:20:02,701,4284
19144,2020-08-12 17:20:02,982,6986
19109,2020-08-12 17:20:02,NA,9
19138,2020-08-12 17:20:02,711,4411
19146,2020-08-12 17:20:02,689,8684
19127,2020-08-12 17:20:02,46,926
19114,2020-08-12 17:20:02,582,2820
19197,2020-08-12 17:20:02,NA,17
19130,2020-08-12 17:20:02,389,6267
19103,2020-08-12 17:20:02,270,4603
19108,2020-08-12 17:20:02,NA,11
19120,2020-08-12 17:20:02,1586,7602
19116,2020-08-12 17:20:02,755,3023
19134,2020-08-12 17:20:02,1029,6950
19143,2020-08-12 17:20:02,1425,11724
19101,2020-08-12 17:20:02,33,89
19104,2020-08-12 17:20:02,764,7324
19115,2020-08-12 17:20:02,907,3689
19110,2020-08-12 17:20:02,NA,13
19126,2020-08-12 17:20:02,593,2666
19129,2020-08-12 17:20:02,142,2061
19119,2020-08-12 17:20:02,573,5077
19121,2020-08-12 17:20:02,615,5202
19140,2020-08-12 17:20:02,1290,7769
19133,2020-08-12 17:20:02,626,3481
19152,2020-08-12 17:20:02,807,3779
19145,2020-08-12 17:20:02,878,8387
19150,2020-08-12 17:20:02,543,3641
19124,2020-08-12 17:20:02,1413,6921
19142,2020-08-12 17:20:02,772,3578
19131,2020-08-12 17:20:02,1130,7300
19122,2020-08-12 17:20:02,391,3550
19147,2020-08-12 17:20:02,464,7330
19148,2020-08-12 17:20:02,1035,8505
19123,2020-08-12 17:20:02,398,3613
19136,2020-08-12 17:20:02,1119,9102
19139,2020-08-12 17:20:02,1070,7995
19118,2020-08-12 17:20:02,186,1826
19155,2020-08-12 17:20:02,NA,6
19137,2020-08-12 17:20:02,95,942
19153,2020-08-12 17:20:02,264,1598
19161,2020-08-12 17:20:02,NA,6
19107,2020-08-12 17:20:02,273,3202
19102,2020-08-12 17:20:02,69,1131
19151,2020-08-12 17:20:02,771,4157
19149,2020-08-12 17:20:02,1060,4690
19128,2020-08-12 17:20:02,428,5044
19132,2020-08-12 17:20:02,788,5244
19154,2020-08-12 17:20:02,639,3893
19135,2020-08-12 17:20:02,603,3367
19160,2020-08-12 17:20:02,NA,6
19113,2020-08-12 17:20:02,NA,22
19105,2020-08-12 17:20:02,NA,41
