zip_code,etl_timestamp,POS,NEG
19132,2020-11-05 18:20:02,991,11594
19104,2020-11-05 18:20:02,1106,21404
19101,2020-11-05 18:20:02,40,200
19128,2020-11-05 18:20:02,708,16337
19114,2020-11-05 18:20:02,833,8507
19118,2020-11-05 18:20:02,241,4535
19149,2020-11-05 18:20:02,1695,12927
19103,2020-11-05 18:20:02,398,13226
19194,2020-11-05 18:20:02,NA,9
19191,2020-11-05 18:20:02,NA,7
19151,2020-11-05 18:20:02,1022,10584
19105,2020-11-05 18:20:02,6,87
19183,2020-11-05 18:20:02,NA,10
19111,2020-11-05 18:20:02,2183,19580
19122,2020-11-05 18:20:02,892,10060
19153,2020-11-05 18:20:02,375,3705
19170,2020-11-05 18:20:02,NA,9
19137,2020-11-05 18:20:02,155,2370
19106,2020-11-05 18:20:02,194,6687
19125,2020-11-05 18:20:02,544,11577
19141,2020-11-05 18:20:02,933,10137
19144,2020-11-05 18:20:02,1305,16649
19109,2020-11-05 18:20:02,NA,18
19138,2020-11-05 18:20:02,983,10504
19146,2020-11-05 18:20:02,969,20984
19127,2020-11-05 18:20:02,105,3116
19193,2020-11-05 18:20:02,NA,7
19197,2020-11-05 18:20:02,NA,8
19192,2020-11-05 18:20:02,NA,10
19130,2020-11-05 18:20:02,648,15267
19108,2020-11-05 18:20:02,NA,31
19120,2020-11-05 18:20:02,2298,18721
19116,2020-11-05 18:20:02,1086,9567
19134,2020-11-05 18:20:02,1667,19428
19143,2020-11-05 18:20:02,1854,27470
19115,2020-11-05 18:20:02,1287,11367
19110,2020-11-05 18:20:02,NA,36
19126,2020-11-05 18:20:02,739,6851
19129,2020-11-05 18:20:02,271,5078
19181,2020-11-05 18:20:02,NA,9
19119,2020-11-05 18:20:02,687,12478
19140,2020-11-05 18:20:02,1912,17595
19133,2020-11-05 18:20:02,1012,7800
19152,2020-11-05 18:20:02,1303,14295
19188,2020-11-05 18:20:02,NA,6
19145,2020-11-05 18:20:02,1501,18540
19150,2020-11-05 18:20:02,729,8441
19124,2020-11-05 18:20:02,2226,18719
19190,2020-11-05 18:20:02,NA,8
19142,2020-11-05 18:20:02,1015,8527
19131,2020-11-05 18:20:02,1509,20887
19176,2020-11-05 18:20:02,NA,6
19147,2020-11-05 18:20:02,735,18075
19148,2020-11-05 18:20:02,1627,18731
19123,2020-11-05 18:20:02,561,9109
19136,2020-11-05 18:20:02,1493,19379
19139,2020-11-05 18:20:02,1465,19116
19121,2020-11-05 18:20:02,1218,14040
19155,2020-11-05 18:20:02,NA,33
19161,2020-11-05 18:20:02,NA,10
19107,2020-11-05 18:20:02,404,7626
19102,2020-11-05 18:20:02,108,3271
19154,2020-11-05 18:20:02,921,10495
19135,2020-11-05 18:20:02,949,9106
19160,2020-11-05 18:20:02,NA,28
19113,2020-11-05 18:20:02,NA,44
