zip_code,etl_timestamp,POS,NEG
19102,2021-01-08 18:20:02,252,6161
19134,2021-01-08 18:20:02,3576,32861
19172,2021-01-08 18:20:02,NA,9
19119,2021-01-08 18:20:02,1406,21918
19135,2021-01-08 18:20:02,2201,15995
19107,2021-01-08 18:20:02,747,13466
19116,2021-01-08 18:20:02,2878,19563
19126,2021-01-08 18:20:02,1309,12296
19160,2021-01-08 18:20:02,7,51
19113,2021-01-08 18:20:02,NA,65
19154,2021-01-08 18:20:02,2613,21711
19132,2021-01-08 18:20:02,1930,19784
19104,2021-01-08 18:20:02,2100,44474
19101,2021-01-08 18:20:02,69,296
19128,2021-01-08 18:20:02,1875,29013
19114,2021-01-08 18:20:02,2192,16140
19118,2021-01-08 18:20:02,385,7689
19149,2021-01-08 18:20:02,3555,23067
19103,2021-01-08 18:20:02,866,25884
19194,2021-01-08 18:20:02,NA,17
19191,2021-01-08 18:20:02,NA,26
19151,2021-01-08 18:20:02,2003,19206
19105,2021-01-08 18:20:02,13,145
19183,2021-01-08 18:20:02,NA,14
19111,2021-01-08 18:20:02,4777,37476
19122,2021-01-08 18:20:02,1676,16574
19153,2021-01-08 18:20:02,767,6621
19170,2021-01-08 18:20:02,NA,10
19137,2021-01-08 18:20:02,520,4153
19171,2021-01-08 18:20:02,NA,9
19106,2021-01-08 18:20:02,606,11824
19125,2021-01-08 18:20:02,1325,21504
19178,2021-01-08 18:20:02,NA,10
19141,2021-01-08 18:20:02,1924,17783
19144,2021-01-08 18:20:02,2459,30534
19109,2021-01-08 18:20:02,NA,31
19138,2021-01-08 18:20:02,1964,18941
19146,2021-01-08 18:20:02,1938,36853
19127,2021-01-08 18:20:02,294,5743
19193,2021-01-08 18:20:02,NA,10
19197,2021-01-08 18:20:02,NA,11
19192,2021-01-08 18:20:02,NA,12
19162,2021-01-08 18:20:02,NA,6
19130,2021-01-08 18:20:02,1382,29041
19108,2021-01-08 18:20:02,NA,51
19120,2021-01-08 18:20:02,4741,34160
19143,2021-01-08 18:20:02,3512,48212
19196,2021-01-08 18:20:02,NA,7
19115,2021-01-08 18:20:02,2945,22486
19110,2021-01-08 18:20:02,NA,53
19129,2021-01-08 18:20:02,581,9393
19181,2021-01-08 18:20:02,NA,11
19157,2021-01-08 18:20:02,NA,6
19121,2021-01-08 18:20:02,2140,23632
19140,2021-01-08 18:20:02,3624,28972
19133,2021-01-08 18:20:02,1848,12870
19152,2021-01-08 18:20:02,2861,27666
19188,2021-01-08 18:20:02,NA,7
19145,2021-01-08 18:20:02,3378,31445
19150,2021-01-08 18:20:02,1518,16310
19124,2021-01-08 18:20:02,4838,33663
19190,2021-01-08 18:20:02,NA,14
19142,2021-01-08 18:20:02,1844,14687
19131,2021-01-08 18:20:02,2760,39814
19176,2021-01-08 18:20:02,NA,16
19147,2021-01-08 18:20:02,1697,31672
19148,2021-01-08 18:20:02,3645,31532
19123,2021-01-08 18:20:02,1041,16836
19136,2021-01-08 18:20:02,3274,32729
19139,2021-01-08 18:20:02,2653,33450
19155,2021-01-08 18:20:02,NA,57
19161,2021-01-08 18:20:02,NA,22
19182,2021-01-08 18:20:02,NA,11
