zip_code,etl_timestamp,NEG,POS
19146,2021-01-05 18:20:02,36163,1898
19181,2021-01-05 18:20:02,11,NA
19131,2021-01-05 18:20:02,38978,2708
19135,2021-01-05 18:20:02,15762,2150
19133,2021-01-05 18:20:02,12663,1825
19128,2021-01-05 18:20:02,28537,1824
19127,2021-01-05 18:20:02,5655,283
19157,2021-01-05 18:20:02,6,NA
19178,2021-01-05 18:20:02,9,NA
19123,2021-01-05 18:20:02,16479,1007
19122,2021-01-05 18:20:02,16320,1652
19121,2021-01-05 18:20:02,23258,2109
19140,2021-01-05 18:20:02,28510,3550
19124,2021-01-05 18:20:02,33107,4754
19130,2021-01-05 18:20:02,28493,1339
19103,2021-01-05 18:20:02,25322,848
19106,2021-01-05 18:20:02,11602,597
19193,2021-01-05 18:20:02,10,NA
19126,2021-01-05 18:20:02,12155,1293
19145,2021-01-05 18:20:02,30858,3288
19153,2021-01-05 18:20:02,6513,747
19154,2021-01-05 18:20:02,21384,2547
19152,2021-01-05 18:20:02,27139,2786
19125,2021-01-05 18:20:02,21172,1286
19139,2021-01-05 18:20:02,32955,2607
19102,2021-01-05 18:20:02,6046,246
19119,2021-01-05 18:20:02,21526,1383
19129,2021-01-05 18:20:02,9202,563
19162,2021-01-05 18:20:02,6,NA
19116,2021-01-05 18:20:02,19274,2791
19149,2021-01-05 18:20:02,22658,3470
19138,2021-01-05 18:20:02,18617,1938
19109,2021-01-05 18:20:02,31,NA
19142,2021-01-05 18:20:02,14446,1824
19114,2021-01-05 18:20:02,15854,2140
19170,2021-01-05 18:20:02,10,NA
19143,2021-01-05 18:20:02,47425,3444
19104,2021-01-05 18:20:02,43103,2029
19172,2021-01-05 18:20:02,8,NA
19160,2021-01-05 18:20:02,51,7
19108,2021-01-05 18:20:02,51,NA
19151,2021-01-05 18:20:02,18874,1957
19111,2021-01-05 18:20:02,36812,4670
19188,2021-01-05 18:20:02,7,NA
19144,2021-01-05 18:20:02,29991,2422
19197,2021-01-05 18:20:02,11,NA
19148,2021-01-05 18:20:02,30890,3499
19120,2021-01-05 18:20:02,33594,4662
19101,2021-01-05 18:20:02,294,69
19190,2021-01-05 18:20:02,14,NA
19136,2021-01-05 18:20:02,32078,3210
19194,2021-01-05 18:20:02,17,NA
19115,2021-01-05 18:20:02,22160,2884
19105,2021-01-05 18:20:02,142,13
19147,2021-01-05 18:20:02,31087,1647
19192,2021-01-05 18:20:02,12,NA
19141,2021-01-05 18:20:02,17490,1891
19132,2021-01-05 18:20:02,19475,1904
19196,2021-01-05 18:20:02,7,NA
19134,2021-01-05 18:20:02,32458,3516
19118,2021-01-05 18:20:02,7590,380
19107,2021-01-05 18:20:02,13244,730
19182,2021-01-05 18:20:02,10,NA
19183,2021-01-05 18:20:02,14,NA
19150,2021-01-05 18:20:02,15998,1495
19110,2021-01-05 18:20:02,53,NA
19161,2021-01-05 18:20:02,22,NA
19137,2021-01-05 18:20:02,4097,506
19155,2021-01-05 18:20:02,56,NA
19191,2021-01-05 18:20:02,26,NA
19171,2021-01-05 18:20:02,9,NA
19176,2021-01-05 18:20:02,16,NA
19113,2021-01-05 18:20:02,65,NA
