zip_code,etl_timestamp,POS,NEG
19106,2020-08-20 17:20:02,112,2668
19125,2020-08-20 17:20:02,333,5123
19111,2020-08-20 17:20:02,1421,8023
19141,2020-08-20 17:20:02,715,4624
19144,2020-08-20 17:20:02,998,7648
19109,2020-08-20 17:20:02,NA,10
19138,2020-08-20 17:20:02,727,4792
19146,2020-08-20 17:20:02,704,9631
19127,2020-08-20 17:20:02,48,1035
19114,2020-08-20 17:20:02,599,3135
19197,2020-08-20 17:20:02,NA,18
19130,2020-08-20 17:20:02,398,7001
19103,2020-08-20 17:20:02,272,5190
19108,2020-08-20 17:20:02,NA,12
19120,2020-08-20 17:20:02,1634,8300
19116,2020-08-20 17:20:02,781,3423
19134,2020-08-20 17:20:02,1078,7826
19143,2020-08-20 17:20:02,1469,12972
19101,2020-08-20 17:20:02,33,97
19104,2020-08-20 17:20:02,778,8194
19115,2020-08-20 17:20:02,942,4143
19110,2020-08-20 17:20:02,NA,14
19126,2020-08-20 17:20:02,601,2948
19129,2020-08-20 17:20:02,149,2309
19119,2020-08-20 17:20:02,584,5642
19121,2020-08-20 17:20:02,634,5750
19140,2020-08-20 17:20:02,1342,8645
19133,2020-08-20 17:20:02,648,3895
19152,2020-08-20 17:20:02,845,4131
19145,2020-08-20 17:20:02,905,9211
19150,2020-08-20 17:20:02,549,3942
19124,2020-08-20 17:20:02,1478,7849
19142,2020-08-20 17:20:02,792,4002
19131,2020-08-20 17:20:02,1151,8060
19122,2020-08-20 17:20:02,401,3992
19147,2020-08-20 17:20:02,473,8218
19148,2020-08-20 17:20:02,1059,9415
19123,2020-08-20 17:20:02,407,4005
19136,2020-08-20 17:20:02,1149,9904
19139,2020-08-20 17:20:02,1089,8796
19118,2020-08-20 17:20:02,187,2018
19155,2020-08-20 17:20:02,NA,6
19137,2020-08-20 17:20:02,98,1053
19153,2020-08-20 17:20:02,269,1738
19161,2020-08-20 17:20:02,NA,6
19107,2020-08-20 17:20:02,282,3489
19102,2020-08-20 17:20:02,69,1287
19151,2020-08-20 17:20:02,789,4540
19149,2020-08-20 17:20:02,1119,5244
19128,2020-08-20 17:20:02,459,5601
19132,2020-08-20 17:20:02,806,5786
19154,2020-08-20 17:20:02,656,4391
19135,2020-08-20 17:20:02,626,3772
19160,2020-08-20 17:20:02,NA,7
19113,2020-08-20 17:20:02,NA,24
19105,2020-08-20 17:20:02,NA,41
