zip_code,etl_timestamp,NEG,POS
19151,2021-07-22 17:20:03,38596,2970
19149,2021-07-22 17:20:03,48124,5705
19129,2021-07-22 17:20:03,18136,915
19128,2021-07-22 17:20:03,52686,2877
19140,2021-07-22 17:20:03,59268,5490
19182,2021-07-22 17:20:03,22,NA
19132,2021-07-22 17:20:03,40728,3011
19154,2021-07-22 17:20:03,50290,4202
19121,2021-07-22 17:20:03,45281,3336
19102,2021-07-22 17:20:03,12737,397
19134,2021-07-22 17:20:03,64016,5914
19172,2021-07-22 17:20:03,15,NA
19119,2021-07-22 17:20:03,42148,2112
19135,2021-07-22 17:20:03,33609,3682
19107,2021-07-22 17:20:03,24377,1164
19116,2021-07-22 17:20:03,43957,4564
19126,2021-07-22 17:20:03,22832,1893
19160,2021-07-22 17:20:03,109,10
19113,2021-07-22 17:20:03,96,NA
19100,2021-07-22 17:20:03,12,NA
19104,2021-07-22 17:20:03,241925,4475
19101,2021-07-22 17:20:03,575,98
19114,2021-07-22 17:20:03,33641,3536
19118,2021-07-22 17:20:03,13408,606
19103,2021-07-22 17:20:03,60675,1489
19194,2021-07-22 17:20:03,37,NA
19179,2021-07-22 17:20:03,9,NA
19191,2021-07-22 17:20:03,32,NA
19105,2021-07-22 17:20:03,318,18
19183,2021-07-22 17:20:03,15,NA
19111,2021-07-22 17:20:03,76039,7485
19156,2021-07-22 17:20:03,11,NA
19122,2021-07-22 17:20:03,29275,2520
19153,2021-07-22 17:20:03,14015,1200
19170,2021-07-22 17:20:03,16,NA
19137,2021-07-22 17:20:03,8250,871
19171,2021-07-22 17:20:03,25,NA
19106,2021-07-22 17:20:03,21811,945
19125,2021-07-22 17:20:03,39004,2069
19178,2021-07-22 17:20:03,13,NA
19141,2021-07-22 17:20:03,36262,3020
19144,2021-07-22 17:20:03,60167,3974
19109,2021-07-22 17:20:03,44,NA
19138,2021-07-22 17:20:03,38163,3021
19146,2021-07-22 17:20:03,73281,3021
19127,2021-07-22 17:20:03,10189,518
19193,2021-07-22 17:20:03,20,NA
19197,2021-07-22 17:20:03,13,NA
19192,2021-07-22 17:20:03,18,NA
19162,2021-07-22 17:20:03,9,NA
19184,2021-07-22 17:20:03,9,NA
19130,2021-07-22 17:20:03,54315,2017
19108,2021-07-22 17:20:03,116,6
19120,2021-07-22 17:20:03,70826,7292
19143,2021-07-22 17:20:03,96888,5529
19196,2021-07-22 17:20:03,14,NA
19115,2021-07-22 17:20:03,45510,4551
19110,2021-07-22 17:20:03,76,NA
19181,2021-07-22 17:20:03,19,NA
19157,2021-07-22 17:20:03,6,NA
19195,2021-07-22 17:20:03,11,NA
19133,2021-07-22 17:20:03,26794,2898
19158,2021-07-22 17:20:03,9,NA
19152,2021-07-22 17:20:03,48652,4610
19188,2021-07-22 17:20:03,10,NA
19145,2021-07-22 17:20:03,60056,5337
19150,2021-07-22 17:20:03,31744,2292
19124,2021-07-22 17:20:03,69094,7599
19190,2021-07-22 17:20:03,24,NA
19142,2021-07-22 17:20:03,31016,2855
19131,2021-07-22 17:20:03,75173,4188
19176,2021-07-22 17:20:03,42,NA
19147,2021-07-22 17:20:03,58137,2685
19148,2021-07-22 17:20:03,66414,5747
19123,2021-07-22 17:20:03,29564,1533
19136,2021-07-22 17:20:03,76168,5420
19139,2021-07-22 17:20:03,65113,4164
19155,2021-07-22 17:20:03,82,NA
19161,2021-07-22 17:20:03,35,NA
