zip_code,etl_timestamp,POS,NEG
19133,2021-04-30 17:20:02,2749,21262
19102,2021-04-30 17:20:02,379,10455
19145,2021-04-30 17:20:02,5091,49498
19151,2021-04-30 17:20:02,2761,30927
19149,2021-04-30 17:20:02,5372,38289
19129,2021-04-30 17:20:02,872,15243
19128,2021-04-30 17:20:02,2745,44828
19140,2021-04-30 17:20:02,5134,46759
19182,2021-04-30 17:20:02,NA,21
19132,2021-04-30 17:20:02,2749,31725
19154,2021-04-30 17:20:02,4050,41618
19121,2021-04-30 17:20:02,3117,37027
19134,2021-04-30 17:20:02,5553,51871
19172,2021-04-30 17:20:02,NA,15
19119,2021-04-30 17:20:02,1999,34854
19135,2021-04-30 17:20:02,3430,26796
19107,2021-04-30 17:20:02,1087,21257
19116,2021-04-30 17:20:02,4345,35259
19126,2021-04-30 17:20:02,1751,18892
19160,2021-04-30 17:20:02,10,82
19113,2021-04-30 17:20:02,NA,86
19100,2021-04-30 17:20:02,NA,8
19104,2021-04-30 17:20:02,4258,204966
19101,2021-04-30 17:20:02,93,476
19114,2021-04-30 17:20:02,3407,27376
19118,2021-04-30 17:20:02,572,11584
19103,2021-04-30 17:20:02,1448,52968
19194,2021-04-30 17:20:02,NA,29
19179,2021-04-30 17:20:02,NA,9
19191,2021-04-30 17:20:02,NA,31
19105,2021-04-30 17:20:02,18,276
19183,2021-04-30 17:20:02,NA,14
19111,2021-04-30 17:20:02,7106,61662
19156,2021-04-30 17:20:02,NA,9
19122,2021-04-30 17:20:02,2406,24760
19153,2021-04-30 17:20:02,1128,10993
19170,2021-04-30 17:20:02,NA,13
19137,2021-04-30 17:20:02,825,6711
19171,2021-04-30 17:20:02,NA,25
19106,2021-04-30 17:20:02,885,18547
19125,2021-04-30 17:20:02,1973,33316
19178,2021-04-30 17:20:02,NA,11
19141,2021-04-30 17:20:02,2821,28592
19144,2021-04-30 17:20:02,3684,48809
19109,2021-04-30 17:20:02,NA,43
19138,2021-04-30 17:20:02,2845,30179
19146,2021-04-30 17:20:02,2842,61242
19127,2021-04-30 17:20:02,498,8980
19193,2021-04-30 17:20:02,NA,16
19197,2021-04-30 17:20:02,NA,13
19192,2021-04-30 17:20:02,NA,15
19162,2021-04-30 17:20:02,NA,9
19184,2021-04-30 17:20:02,NA,9
19130,2021-04-30 17:20:02,1952,45732
19108,2021-04-30 17:20:02,NA,93
19120,2021-04-30 17:20:02,6836,56351
19143,2021-04-30 17:20:02,5160,79231
19196,2021-04-30 17:20:02,NA,12
19115,2021-04-30 17:20:02,4352,37896
19110,2021-04-30 17:20:02,NA,71
19181,2021-04-30 17:20:02,NA,17
19157,2021-04-30 17:20:02,NA,6
19195,2021-04-30 17:20:02,NA,9
19158,2021-04-30 17:20:02,NA,6
19152,2021-04-30 17:20:02,4363,41837
19188,2021-04-30 17:20:02,NA,9
19150,2021-04-30 17:20:02,2178,25677
19124,2021-04-30 17:20:02,7124,54836
19190,2021-04-30 17:20:02,NA,20
19142,2021-04-30 17:20:02,2682,24495
19131,2021-04-30 17:20:02,3935,62175
19176,2021-04-30 17:20:02,NA,34
19147,2021-04-30 17:20:02,2559,48927
19148,2021-04-30 17:20:02,5547,53557
19123,2021-04-30 17:20:02,1452,25652
19136,2021-04-30 17:20:02,5091,60352
19139,2021-04-30 17:20:02,3860,53072
19155,2021-04-30 17:20:02,NA,79
19161,2021-04-30 17:20:02,NA,33
