zip_code,etl_timestamp,POS,NEG
19106,2020-08-17 17:20:01,112,2559
19125,2020-08-17 17:20:01,330,4912
19111,2020-08-17 17:20:01,1407,7768
19141,2020-08-17 17:20:01,707,4499
19144,2020-08-17 17:20:01,993,7411
19109,2020-08-17 17:20:01,NA,10
19138,2020-08-17 17:20:01,724,4662
19146,2020-08-17 17:20:01,700,9269
19127,2020-08-17 17:20:01,48,996
19114,2020-08-17 17:20:01,592,3032
19197,2020-08-17 17:20:01,NA,17
19130,2020-08-17 17:20:01,398,6775
19103,2020-08-17 17:20:01,272,4980
19108,2020-08-17 17:20:01,NA,12
19120,2020-08-17 17:20:01,1619,8055
19116,2020-08-17 17:20:01,771,3297
19134,2020-08-17 17:20:01,1059,7523
19143,2020-08-17 17:20:01,1450,12618
19101,2020-08-17 17:20:01,33,96
19104,2020-08-17 17:20:01,775,7840
19115,2020-08-17 17:20:01,928,4050
19110,2020-08-17 17:20:01,NA,14
19126,2020-08-17 17:20:01,601,2874
19129,2020-08-17 17:20:01,147,2208
19119,2020-08-17 17:20:01,582,5440
19121,2020-08-17 17:20:01,633,5557
19140,2020-08-17 17:20:01,1327,8325
19133,2020-08-17 17:20:01,637,3743
19152,2020-08-17 17:20:01,828,4002
19145,2020-08-17 17:20:01,894,8925
19150,2020-08-17 17:20:01,549,3858
19124,2020-08-17 17:20:01,1455,7578
19142,2020-08-17 17:20:01,781,3841
19131,2020-08-17 17:20:01,1141,7779
19122,2020-08-17 17:20:01,396,3849
19147,2020-08-17 17:20:01,470,7894
19148,2020-08-17 17:20:01,1048,9099
19123,2020-08-17 17:20:01,405,3862
19136,2020-08-17 17:20:01,1138,9598
19139,2020-08-17 17:20:01,1085,8556
19118,2020-08-17 17:20:01,187,1953
19155,2020-08-17 17:20:01,NA,6
19137,2020-08-17 17:20:01,98,1008
19153,2020-08-17 17:20:01,267,1686
19161,2020-08-17 17:20:01,NA,6
19107,2020-08-17 17:20:01,278,3361
19102,2020-08-17 17:20:01,69,1229
19151,2020-08-17 17:20:01,781,4412
19149,2020-08-17 17:20:01,1105,5094
19128,2020-08-17 17:20:01,444,5407
19132,2020-08-17 17:20:01,801,5610
19154,2020-08-17 17:20:01,649,4266
19135,2020-08-17 17:20:01,617,3651
19160,2020-08-17 17:20:01,NA,7
19113,2020-08-17 17:20:01,NA,24
19105,2020-08-17 17:20:01,NA,41
