zip_code,etl_timestamp,POS,NEG
19132,2020-11-04 18:20:03,984,11517
19104,2020-11-04 18:20:03,1093,21264
19101,2020-11-04 18:20:03,39,194
19128,2020-11-04 18:20:03,699,16266
19114,2020-11-04 18:20:03,827,8460
19118,2020-11-04 18:20:03,238,4503
19149,2020-11-04 18:20:03,1685,12851
19103,2020-11-04 18:20:03,397,13128
19194,2020-11-04 18:20:03,NA,9
19191,2020-11-04 18:20:03,NA,7
19151,2020-11-04 18:20:03,1007,10546
19105,2020-11-04 18:20:03,6,86
19183,2020-11-04 18:20:03,NA,10
19111,2020-11-04 18:20:03,2162,19474
19122,2020-11-04 18:20:03,878,10021
19153,2020-11-04 18:20:03,370,3699
19170,2020-11-04 18:20:03,NA,8
19137,2020-11-04 18:20:03,153,2354
19106,2020-11-04 18:20:03,182,6634
19125,2020-11-04 18:20:03,543,11522
19141,2020-11-04 18:20:03,925,10073
19144,2020-11-04 18:20:03,1293,16569
19109,2020-11-04 18:20:03,NA,18
19138,2020-11-04 18:20:03,974,10447
19146,2020-11-04 18:20:03,959,20834
19127,2020-11-04 18:20:03,103,3087
19193,2020-11-04 18:20:03,NA,7
19197,2020-11-04 18:20:03,NA,8
19192,2020-11-04 18:20:03,NA,10
19130,2020-11-04 18:20:03,641,15065
19108,2020-11-04 18:20:03,NA,31
19120,2020-11-04 18:20:03,2284,18605
19116,2020-11-04 18:20:03,1081,9506
19134,2020-11-04 18:20:03,1657,19275
19143,2020-11-04 18:20:03,1838,27328
19115,2020-11-04 18:20:03,1278,11315
19110,2020-11-04 18:20:03,NA,36
19126,2020-11-04 18:20:03,737,6821
19129,2020-11-04 18:20:03,267,5059
19181,2020-11-04 18:20:03,NA,9
19119,2020-11-04 18:20:03,684,12418
19121,2020-11-04 18:20:03,1209,13993
19140,2020-11-04 18:20:03,1902,17499
19133,2020-11-04 18:20:03,1001,7751
19152,2020-11-04 18:20:03,1298,14248
19188,2020-11-04 18:20:03,NA,6
19145,2020-11-04 18:20:03,1480,18453
19150,2020-11-04 18:20:03,724,8407
19124,2020-11-04 18:20:03,2201,18617
19190,2020-11-04 18:20:03,NA,8
19142,2020-11-04 18:20:03,999,8490
19131,2020-11-04 18:20:03,1495,20822
19176,2020-11-04 18:20:03,NA,6
19147,2020-11-04 18:20:03,729,17959
19148,2020-11-04 18:20:03,1600,18640
19123,2020-11-04 18:20:03,559,9064
19136,2020-11-04 18:20:03,1482,19297
19139,2020-11-04 18:20:03,1460,19037
19155,2020-11-04 18:20:03,NA,33
19161,2020-11-04 18:20:03,NA,10
19107,2020-11-04 18:20:03,399,7595
19102,2020-11-04 18:20:03,108,3245
19154,2020-11-04 18:20:03,908,10443
19135,2020-11-04 18:20:03,938,9059
19160,2020-11-04 18:20:03,NA,28
19113,2020-11-04 18:20:03,NA,44
