zip_code,etl_timestamp,POS,NEG
19107,2020-11-30 18:20:03,541,10239
19116,2020-11-30 18:20:03,1639,13198
19126,2020-11-30 18:20:03,975,9609
19160,2020-11-30 18:20:03,NA,39
19113,2020-11-30 18:20:03,NA,56
19154,2020-11-30 18:20:03,1588,14712
19132,2020-11-30 18:20:03,1436,15024
19104,2020-11-30 18:20:03,1509,31445
19101,2020-11-30 18:20:03,55,251
19128,2020-11-30 18:20:03,1088,21627
19114,2020-11-30 18:20:03,1293,11651
19118,2020-11-30 18:20:03,291,6001
19149,2020-11-30 18:20:03,2376,17257
19103,2020-11-30 18:20:03,596,18322
19194,2020-11-30 18:20:03,NA,13
19191,2020-11-30 18:20:03,NA,23
19151,2020-11-30 18:20:03,1421,14520
19105,2020-11-30 18:20:03,9,115
19183,2020-11-30 18:20:03,NA,10
19111,2020-11-30 18:20:03,3180,27101
19122,2020-11-30 18:20:03,1242,12938
19153,2020-11-30 18:20:03,508,4921
19170,2020-11-30 18:20:03,NA,10
19137,2020-11-30 18:20:03,290,3196
19171,2020-11-30 18:20:03,NA,6
19106,2020-11-30 18:20:03,429,9044
19125,2020-11-30 18:20:03,866,15660
19178,2020-11-30 18:20:03,NA,8
19141,2020-11-30 18:20:03,1379,13637
19144,2020-11-30 18:20:03,1825,22839
19109,2020-11-30 18:20:03,NA,28
19138,2020-11-30 18:20:03,1436,14335
19146,2020-11-30 18:20:03,1375,27956
19127,2020-11-30 18:20:03,177,4252
19193,2020-11-30 18:20:03,NA,8
19197,2020-11-30 18:20:03,NA,8
19192,2020-11-30 18:20:03,NA,11
19130,2020-11-30 18:20:03,953,21234
19108,2020-11-30 18:20:03,NA,44
19120,2020-11-30 18:20:03,3349,25483
19134,2020-11-30 18:20:03,2491,26022
19143,2020-11-30 18:20:03,2470,36918
19115,2020-11-30 18:20:03,1848,16153
19110,2020-11-30 18:20:03,NA,44
19129,2020-11-30 18:20:03,365,6842
19181,2020-11-30 18:20:03,NA,10
19119,2020-11-30 18:20:03,958,16762
19121,2020-11-30 18:20:03,1668,18444
19140,2020-11-30 18:20:03,2617,22568
19133,2020-11-30 18:20:03,1393,9915
19152,2020-11-30 18:20:03,1831,20504
19188,2020-11-30 18:20:03,NA,6
19145,2020-11-30 18:20:03,2233,24433
19150,2020-11-30 18:20:03,1066,12002
19124,2020-11-30 18:20:03,3333,25019
19190,2020-11-30 18:20:03,NA,11
19142,2020-11-30 18:20:03,1326,11158
19131,2020-11-30 18:20:03,2043,29022
19176,2020-11-30 18:20:03,NA,8
19147,2020-11-30 18:20:03,1098,24098
19148,2020-11-30 18:20:03,2259,24335
19123,2020-11-30 18:20:03,746,12378
19136,2020-11-30 18:20:03,2084,24173
19139,2020-11-30 18:20:03,2023,25699
19155,2020-11-30 18:20:03,NA,44
19161,2020-11-30 18:20:03,NA,15
19102,2020-11-30 18:20:03,162,4575
19135,2020-11-30 18:20:03,1423,12017
