zip_code,etl_timestamp,POS,NEG
19125,2020-08-18 17:20:02,330,4965
19111,2020-08-18 17:20:02,1411,7821
19141,2020-08-18 17:20:02,709,4521
19144,2020-08-18 17:20:02,993,7451
19106,2020-08-18 17:20:02,112,2579
19109,2020-08-18 17:20:02,NA,10
19138,2020-08-18 17:20:02,725,4687
19146,2020-08-18 17:20:02,701,9346
19127,2020-08-18 17:20:02,48,1005
19114,2020-08-18 17:20:02,593,3053
19197,2020-08-18 17:20:02,NA,17
19130,2020-08-18 17:20:02,398,6824
19103,2020-08-18 17:20:02,272,5027
19108,2020-08-18 17:20:02,NA,12
19120,2020-08-18 17:20:02,1621,8098
19116,2020-08-18 17:20:02,773,3320
19134,2020-08-18 17:20:02,1060,7597
19143,2020-08-18 17:20:02,1453,12687
19101,2020-08-18 17:20:02,33,96
19104,2020-08-18 17:20:02,777,7925
19115,2020-08-18 17:20:02,932,4070
19110,2020-08-18 17:20:02,NA,14
19126,2020-08-18 17:20:02,601,2894
19129,2020-08-18 17:20:02,147,2223
19119,2020-08-18 17:20:02,583,5463
19140,2020-08-18 17:20:02,1330,8388
19133,2020-08-18 17:20:02,638,3775
19152,2020-08-18 17:20:02,838,4033
19145,2020-08-18 17:20:02,895,8986
19150,2020-08-18 17:20:02,549,3880
19124,2020-08-18 17:20:02,1459,7648
19142,2020-08-18 17:20:02,784,3869
19131,2020-08-18 17:20:02,1144,7816
19122,2020-08-18 17:20:02,397,3879
19147,2020-08-18 17:20:02,470,7967
19148,2020-08-18 17:20:02,1050,9164
19123,2020-08-18 17:20:02,406,3894
19121,2020-08-18 17:20:02,634,5599
19136,2020-08-18 17:20:02,1143,9662
19139,2020-08-18 17:20:02,1086,8603
19118,2020-08-18 17:20:02,187,1971
19155,2020-08-18 17:20:02,NA,6
19137,2020-08-18 17:20:02,98,1012
19153,2020-08-18 17:20:02,268,1697
19161,2020-08-18 17:20:02,NA,6
19107,2020-08-18 17:20:02,280,3400
19102,2020-08-18 17:20:02,69,1240
19151,2020-08-18 17:20:02,784,4434
19149,2020-08-18 17:20:02,1114,5125
19128,2020-08-18 17:20:02,448,5441
19132,2020-08-18 17:20:02,803,5654
19154,2020-08-18 17:20:02,651,4291
19135,2020-08-18 17:20:02,619,3676
19160,2020-08-18 17:20:02,NA,7
19113,2020-08-18 17:20:02,NA,24
19105,2020-08-18 17:20:02,NA,41
