zip_code,etl_timestamp,NEG,POS
19140,2020-10-29 17:20:02,16899,1815
19127,2020-10-29 17:20:02,2931,99
19133,2020-10-29 17:20:02,7440,955
19146,2020-10-29 17:20:02,20014,915
19138,2020-10-29 17:20:02,10086,926
19152,2020-10-29 17:20:02,13771,1234
19115,2020-10-29 17:20:02,10981,1214
19144,2020-10-29 17:20:02,15990,1236
19141,2020-10-29 17:20:02,9711,878
19145,2020-10-29 17:20:02,17878,1392
19150,2020-10-29 17:20:02,8149,684
19125,2020-10-29 17:20:02,11009,507
19124,2020-10-29 17:20:02,17961,2086
19190,2020-10-29 17:20:02,8,NA
19142,2020-10-29 17:20:02,8242,958
19131,2020-10-29 17:20:02,19990,1443
19122,2020-10-29 17:20:02,9628,838
19130,2020-10-29 17:20:02,14379,610
19147,2020-10-29 17:20:02,17169,681
19148,2020-10-29 17:20:02,18003,1504
19123,2020-10-29 17:20:02,8663,498
19136,2020-10-29 17:20:02,18349,1424
19139,2020-10-29 17:20:02,18393,1373
19105,2020-10-29 17:20:02,86,6
19118,2020-10-29 17:20:02,4332,230
19155,2020-10-29 17:20:02,33,NA
19191,2020-10-29 17:20:02,7,NA
19151,2020-10-29 17:20:02,10151,956
19183,2020-10-29 17:20:02,10,NA
19111,2020-10-29 17:20:02,18741,2045
19153,2020-10-29 17:20:02,3585,343
19170,2020-10-29 17:20:02,7,NA
19137,2020-10-29 17:20:02,2279,143
19106,2020-10-29 17:20:02,6312,165
19109,2020-10-29 17:20:02,16,NA
19114,2020-10-29 17:20:02,8171,783
19193,2020-10-29 17:20:02,7,NA
19197,2020-10-29 17:20:02,8,NA
19192,2020-10-29 17:20:02,10,NA
19103,2020-10-29 17:20:02,12558,375
19108,2020-10-29 17:20:02,27,NA
19120,2020-10-29 17:20:02,17847,2161
19116,2020-10-29 17:20:02,9167,1052
19134,2020-10-29 17:20:02,17519,1567
19143,2020-10-29 17:20:02,26354,1747
19101,2020-10-29 17:20:02,188,39
19104,2020-10-29 17:20:02,20466,1048
19110,2020-10-29 17:20:02,35,NA
19126,2020-10-29 17:20:02,6507,703
19129,2020-10-29 17:20:02,4874,248
19181,2020-10-29 17:20:02,8,NA
19119,2020-10-29 17:20:02,12004,671
19121,2020-10-29 17:20:02,13377,1167
19161,2020-10-29 17:20:02,8,NA
19107,2020-10-29 17:20:02,7349,377
19102,2020-10-29 17:20:02,3072,99
19149,2020-10-29 17:20:02,12315,1575
19128,2020-10-29 17:20:02,15687,651
19132,2020-10-29 17:20:02,11134,946
19154,2020-10-29 17:20:02,10119,866
19135,2020-10-29 17:20:02,8712,894
19160,2020-10-29 17:20:02,28,NA
19113,2020-10-29 17:20:02,43,NA
19194,2020-10-29 17:20:02,9,NA
