zip_code,etl_timestamp,POS,NEG
19127,2020-12-09 18:20:02,213,4649
19178,2020-12-09 18:20:02,NA,9
19123,2020-12-09 18:20:02,836,13406
19122,2020-12-09 18:20:02,1456,13849
19121,2020-12-09 18:20:02,1832,19820
19140,2020-12-09 18:20:02,2958,24258
19124,2020-12-09 18:20:02,3857,27488
19130,2020-12-09 18:20:02,1099,23156
19103,2020-12-09 18:20:02,668,20038
19106,2020-12-09 18:20:02,494,9728
19193,2020-12-09 18:20:02,NA,9
19126,2020-12-09 18:20:02,1093,10628
19145,2020-12-09 18:20:02,2545,26255
19153,2020-12-09 18:20:02,589,5377
19154,2020-12-09 18:20:02,1955,16488
19152,2020-12-09 18:20:02,2180,22335
19125,2020-12-09 18:20:02,1027,17234
19133,2020-12-09 18:20:02,1527,10756
19139,2020-12-09 18:20:02,2244,28002
19102,2020-12-09 18:20:02,200,4965
19119,2020-12-09 18:20:02,1120,18104
19135,2020-12-09 18:20:02,1674,13138
19129,2020-12-09 18:20:02,420,7511
19116,2020-12-09 18:20:02,2030,14789
19149,2020-12-09 18:20:02,2759,18823
19138,2020-12-09 18:20:02,1639,15596
19109,2020-12-09 18:20:02,NA,29
19142,2020-12-09 18:20:02,1534,12097
19114,2020-12-09 18:20:02,1589,12889
19170,2020-12-09 18:20:02,NA,10
19143,2020-12-09 18:20:02,2821,40042
19104,2020-12-09 18:20:02,1684,34570
19160,2020-12-09 18:20:02,NA,43
19108,2020-12-09 18:20:02,NA,46
19151,2020-12-09 18:20:02,1613,15912
19128,2020-12-09 18:20:02,1326,23706
19111,2020-12-09 18:20:02,3717,30094
19188,2020-12-09 18:20:02,NA,7
19144,2020-12-09 18:20:02,2032,24858
19197,2020-12-09 18:20:02,NA,9
19131,2020-12-09 18:20:02,2307,31940
19148,2020-12-09 18:20:02,2626,26050
19120,2020-12-09 18:20:02,3870,27872
19113,2020-12-09 18:20:02,NA,61
19101,2020-12-09 18:20:02,59,261
19190,2020-12-09 18:20:02,NA,12
19136,2020-12-09 18:20:02,2435,26214
19194,2020-12-09 18:20:02,NA,13
19115,2020-12-09 18:20:02,2223,17912
19105,2020-12-09 18:20:02,11,122
19147,2020-12-09 18:20:02,1231,26015
19192,2020-12-09 18:20:02,NA,11
19141,2020-12-09 18:20:02,1566,14856
19132,2020-12-09 18:20:02,1611,16315
19134,2020-12-09 18:20:02,2862,27995
19118,2020-12-09 18:20:02,325,6490
19107,2020-12-09 18:20:02,598,11023
19182,2020-12-09 18:20:02,NA,7
19146,2020-12-09 18:20:02,1550,30020
19183,2020-12-09 18:20:02,NA,11
19150,2020-12-09 18:20:02,1215,13176
19110,2020-12-09 18:20:02,NA,47
19161,2020-12-09 18:20:02,NA,17
19137,2020-12-09 18:20:02,357,3447
19155,2020-12-09 18:20:02,NA,46
19191,2020-12-09 18:20:02,NA,24
19171,2020-12-09 18:20:02,NA,7
19176,2020-12-09 18:20:02,NA,10
19181,2020-12-09 18:20:02,NA,10
