zip_code,etl_timestamp,POS,NEG
19107,2020-11-19 18:20:03,473,9143
19116,2020-11-19 18:20:03,1358,11866
19126,2020-11-19 18:20:03,850,8419
19160,2020-11-19 18:20:03,NA,36
19113,2020-11-19 18:20:03,NA,52
19154,2020-11-19 18:20:03,1273,12795
19132,2020-11-19 18:20:03,1260,13777
19104,2020-11-19 18:20:03,1318,28665
19101,2020-11-19 18:20:03,42,235
19128,2020-11-19 18:20:03,904,19657
19114,2020-11-19 18:20:03,1059,10400
19118,2020-11-19 18:20:03,273,5480
19149,2020-11-19 18:20:03,2061,15741
19103,2020-11-19 18:20:03,508,16082
19194,2020-11-19 18:20:03,NA,12
19191,2020-11-19 18:20:03,NA,22
19151,2020-11-19 18:20:03,1257,13190
19105,2020-11-19 18:20:03,7,107
19183,2020-11-19 18:20:03,NA,10
19111,2020-11-19 18:20:03,2702,24488
19122,2020-11-19 18:20:03,1063,11762
19153,2020-11-19 18:20:03,453,4530
19170,2020-11-19 18:20:03,NA,10
19137,2020-11-19 18:20:03,237,2920
19106,2020-11-19 18:20:03,353,8109
19125,2020-11-19 18:20:03,701,13906
19178,2020-11-19 18:20:03,NA,7
19141,2020-11-19 18:20:03,1189,12540
19144,2020-11-19 18:20:03,1594,20497
19109,2020-11-19 18:20:03,NA,24
19138,2020-11-19 18:20:03,1205,13022
19146,2020-11-19 18:20:03,1204,25165
19127,2020-11-19 18:20:03,143,3779
19193,2020-11-19 18:20:03,NA,7
19197,2020-11-19 18:20:03,NA,8
19192,2020-11-19 18:20:03,NA,10
19130,2020-11-19 18:20:03,790,18834
19108,2020-11-19 18:20:03,NA,40
19120,2020-11-19 18:20:03,2846,23117
19134,2020-11-19 18:20:03,2158,24041
19143,2020-11-19 18:20:03,2214,33657
19115,2020-11-19 18:20:03,1566,14611
19110,2020-11-19 18:20:03,NA,40
19140,2020-11-19 18:20:03,2281,20658
19133,2020-11-19 18:20:03,1224,9079
19152,2020-11-19 18:20:03,1581,18483
19188,2020-11-19 18:20:03,NA,6
19145,2020-11-19 18:20:03,1922,22346
19150,2020-11-19 18:20:03,913,10844
19124,2020-11-19 18:20:03,2865,22778
19190,2020-11-19 18:20:03,NA,11
19142,2020-11-19 18:20:03,1187,10339
19131,2020-11-19 18:20:03,1824,26403
19176,2020-11-19 18:20:03,NA,7
19147,2020-11-19 18:20:03,923,21588
19148,2020-11-19 18:20:03,2013,22369
19123,2020-11-19 18:20:03,650,10807
19129,2020-11-19 18:20:03,322,6094
19181,2020-11-19 18:20:03,NA,9
19119,2020-11-19 18:20:03,840,15105
19121,2020-11-19 18:20:03,1479,16787
19136,2020-11-19 18:20:03,1802,22113
19139,2020-11-19 18:20:03,1772,23275
19155,2020-11-19 18:20:03,NA,42
19161,2020-11-19 18:20:03,NA,12
19102,2020-11-19 18:20:03,135,4026
19135,2020-11-19 18:20:03,1201,10970
