zip_code,etl_timestamp,NEG,POS
19118,2020-07-14 17:20:02,1157,174
19134,2020-07-14 17:20:02,4503,876
19106,2020-07-14 17:20:02,1447,89
19127,2020-07-14 17:20:02,502,38
19133,2020-07-14 17:20:02,2250,551
19101,2020-07-14 17:20:02,63,29
19105,2020-07-14 17:20:02,30,NA
19129,2020-07-14 17:20:02,1298,122
19115,2020-07-14 17:20:02,2864,846
19119,2020-07-14 17:20:02,3537,521
19148,2020-07-14 17:20:02,5638,900
19102,2020-07-14 17:20:02,697,62
19150,2020-07-14 17:20:02,2495,468
19104,2020-07-14 17:20:02,4972,678
19123,2020-07-14 17:20:02,2392,350
19152,2020-07-14 17:20:02,2757,709
19136,2020-07-14 17:20:02,7342,1033
19107,2020-07-14 17:20:02,2202,247
19124,2020-07-14 17:20:02,4527,1212
19110,2020-07-14 17:20:02,8,NA
19140,2020-07-14 17:20:02,5075,1093
19154,2020-07-14 17:20:02,2534,573
19151,2020-07-14 17:20:02,2855,673
19122,2020-07-14 17:20:02,2235,312
19146,2020-07-14 17:20:02,5535,584
19153,2020-07-14 17:20:02,1093,228
19143,2020-07-14 17:20:02,7956,1235
19125,2020-07-14 17:20:02,2711,256
19132,2020-07-14 17:20:02,3469,700
19103,2020-07-14 17:20:02,2812,234
19144,2020-07-14 17:20:02,4568,880
19128,2020-07-14 17:20:02,3146,365
19141,2020-07-14 17:20:02,2905,603
19120,2020-07-14 17:20:02,5169,1408
19135,2020-07-14 17:20:02,2278,503
19145,2020-07-14 17:20:02,5522,708
19108,2020-07-14 17:20:02,9,NA
19139,2020-07-14 17:20:02,5651,966
19147,2020-07-14 17:20:02,4449,403
19126,2020-07-14 17:20:02,2044,544
19131,2020-07-14 17:20:02,4826,1012
19121,2020-07-14 17:20:02,3370,500
19116,2020-07-14 17:20:02,2107,693
19142,2020-07-14 17:20:02,2569,695
19197,2020-07-14 17:20:02,8,NA
19114,2020-07-14 17:20:02,2013,512
19111,2020-07-14 17:20:02,4966,1190
19130,2020-07-14 17:20:02,3780,342
19149,2020-07-14 17:20:02,3120,914
19137,2020-07-14 17:20:02,635,66
19138,2020-07-14 17:20:02,3056,613
19113,2020-07-14 17:20:02,14,NA
