zip_code,etl_timestamp,POS,NEG
19140,2021-02-23 18:20:02,4165,35472
19182,2021-02-23 18:20:02,NA,15
19132,2021-02-23 18:20:02,2179,24282
19154,2021-02-23 18:20:02,3147,29281
19121,2021-02-23 18:20:02,2448,28709
19102,2021-02-23 18:20:02,304,7921
19134,2021-02-23 18:20:02,4304,39874
19172,2021-02-23 18:20:02,NA,13
19119,2021-02-23 18:20:02,1634,27947
19135,2021-02-23 18:20:02,2635,19964
19107,2021-02-23 18:20:02,925,16795
19116,2021-02-23 18:20:02,3569,26217
19126,2021-02-23 18:20:02,1478,15182
19160,2021-02-23 18:20:02,9,60
19113,2021-02-23 18:20:02,NA,73
19104,2021-02-23 18:20:02,3115,106756
19101,2021-02-23 18:20:02,80,387
19128,2021-02-23 18:20:02,2240,35968
19114,2021-02-23 18:20:02,2699,20519
19118,2021-02-23 18:20:02,470,9401
19149,2021-02-23 18:20:02,4208,28723
19103,2021-02-23 18:20:02,1143,36354
19194,2021-02-23 18:20:02,NA,21
19179,2021-02-23 18:20:02,NA,7
19191,2021-02-23 18:20:02,NA,29
19151,2021-02-23 18:20:02,2232,23677
19105,2021-02-23 18:20:02,15,198
19183,2021-02-23 18:20:02,NA,14
19111,2021-02-23 18:20:02,5656,46741
19156,2021-02-23 18:20:02,NA,7
19122,2021-02-23 18:20:02,1976,19813
19153,2021-02-23 18:20:02,904,8310
19170,2021-02-23 18:20:02,NA,10
19137,2021-02-23 18:20:02,625,5131
19171,2021-02-23 18:20:02,NA,20
19106,2021-02-23 18:20:02,770,14608
19125,2021-02-23 18:20:02,1592,26359
19178,2021-02-23 18:20:02,NA,10
19141,2021-02-23 18:20:02,2216,21867
19144,2021-02-23 18:20:02,2870,38033
19109,2021-02-23 18:20:02,NA,39
19138,2021-02-23 18:20:02,2233,23265
19146,2021-02-23 18:20:02,2297,46509
19127,2021-02-23 18:20:02,378,7195
19193,2021-02-23 18:20:02,NA,12
19197,2021-02-23 18:20:02,NA,11
19192,2021-02-23 18:20:02,NA,14
19162,2021-02-23 18:20:02,NA,8
19184,2021-02-23 18:20:02,NA,9
19130,2021-02-23 18:20:02,1645,35425
19108,2021-02-23 18:20:02,NA,62
19120,2021-02-23 18:20:02,5555,42716
19143,2021-02-23 18:20:02,4003,60812
19196,2021-02-23 18:20:02,NA,10
19115,2021-02-23 18:20:02,3518,28981
19110,2021-02-23 18:20:02,NA,59
19129,2021-02-23 18:20:02,673,11787
19181,2021-02-23 18:20:02,NA,13
19157,2021-02-23 18:20:02,NA,6
19195,2021-02-23 18:20:02,NA,6
19133,2021-02-23 18:20:02,2170,15912
19158,2021-02-23 18:20:02,NA,6
19152,2021-02-23 18:20:02,3530,34820
19188,2021-02-23 18:20:02,NA,8
19145,2021-02-23 18:20:02,4036,38632
19150,2021-02-23 18:20:02,1773,20109
19124,2021-02-23 18:20:02,5629,41542
19190,2021-02-23 18:20:02,NA,16
19142,2021-02-23 18:20:02,2150,18361
19131,2021-02-23 18:20:02,3122,50223
19176,2021-02-23 18:20:02,NA,23
19147,2021-02-23 18:20:02,2062,38756
19148,2021-02-23 18:20:02,4359,40045
19123,2021-02-23 18:20:02,1231,20891
19136,2021-02-23 18:20:02,3964,43611
19139,2021-02-23 18:20:02,3051,41108
19155,2021-02-23 18:20:02,NA,69
19161,2021-02-23 18:20:02,NA,28
