zip_code,etl_timestamp,NEG,POS
19149,2021-05-17 17:20:02,40919,5535
19129,2021-05-17 17:20:02,16043,894
19128,2021-05-17 17:20:02,46978,2796
19140,2021-05-17 17:20:02,50187,5330
19182,2021-05-17 17:20:02,21,NA
19132,2021-05-17 17:20:02,34201,2871
19154,2021-05-17 17:20:02,44681,4130
19121,2021-05-17 17:20:02,39376,3212
19102,2021-05-17 17:20:02,10922,387
19134,2021-05-17 17:20:02,55294,5744
19172,2021-05-17 17:20:02,15,NA
19119,2021-05-17 17:20:02,36669,2053
19135,2021-05-17 17:20:02,28627,3588
19107,2021-05-17 17:20:02,21814,1104
19116,2021-05-17 17:20:02,37293,4452
19126,2021-05-17 17:20:02,19903,1829
19160,2021-05-17 17:20:02,90,10
19113,2021-05-17 17:20:02,92,NA
19100,2021-05-17 17:20:02,8,NA
19104,2021-05-17 17:20:02,225091,4366
19101,2021-05-17 17:20:02,500,94
19114,2021-05-17 17:20:02,29109,3466
19118,2021-05-17 17:20:02,12099,583
19103,2021-05-17 17:20:02,55664,1457
19194,2021-05-17 17:20:02,29,NA
19179,2021-05-17 17:20:02,9,NA
19191,2021-05-17 17:20:02,31,NA
19151,2021-05-17 17:20:02,32903,2863
19105,2021-05-17 17:20:02,294,18
19183,2021-05-17 17:20:02,14,NA
19111,2021-05-17 17:20:02,65327,7321
19156,2021-05-17 17:20:02,10,NA
19122,2021-05-17 17:20:02,25980,2455
19153,2021-05-17 17:20:02,11723,1169
19170,2021-05-17 17:20:02,13,NA
19137,2021-05-17 17:20:02,7136,854
19171,2021-05-17 17:20:02,25,NA
19106,2021-05-17 17:20:02,19606,889
19125,2021-05-17 17:20:02,34843,2010
19178,2021-05-17 17:20:02,11,NA
19141,2021-05-17 17:20:02,30629,2923
19144,2021-05-17 17:20:02,51994,3865
19109,2021-05-17 17:20:02,44,NA
19138,2021-05-17 17:20:02,32293,2942
19146,2021-05-17 17:20:02,64579,2907
19127,2021-05-17 17:20:02,9307,506
19193,2021-05-17 17:20:02,17,NA
19197,2021-05-17 17:20:02,13,NA
19192,2021-05-17 17:20:02,15,NA
19162,2021-05-17 17:20:02,9,NA
19184,2021-05-17 17:20:02,9,NA
19130,2021-05-17 17:20:02,47964,1972
19108,2021-05-17 17:20:02,96,NA
19120,2021-05-17 17:20:02,60154,7069
19143,2021-05-17 17:20:02,84071,5346
19196,2021-05-17 17:20:02,12,NA
19115,2021-05-17 17:20:02,40119,4437
19110,2021-05-17 17:20:02,73,NA
19181,2021-05-17 17:20:02,18,NA
19157,2021-05-17 17:20:02,6,NA
19195,2021-05-17 17:20:02,9,NA
19133,2021-05-17 17:20:02,22790,2825
19158,2021-05-17 17:20:02,8,NA
19152,2021-05-17 17:20:02,43591,4464
19188,2021-05-17 17:20:02,10,NA
19145,2021-05-17 17:20:02,52413,5198
19150,2021-05-17 17:20:02,27201,2239
19124,2021-05-17 17:20:02,58594,7394
19190,2021-05-17 17:20:02,20,NA
19142,2021-05-17 17:20:02,26205,2769
19131,2021-05-17 17:20:02,65685,4057
19176,2021-05-17 17:20:02,36,NA
19147,2021-05-17 17:20:02,51461,2609
19148,2021-05-17 17:20:02,57178,5653
19123,2021-05-17 17:20:02,26782,1495
19136,2021-05-17 17:20:02,64927,5268
19139,2021-05-17 17:20:02,56288,4004
19155,2021-05-17 17:20:02,81,NA
19161,2021-05-17 17:20:02,35,NA
