zip_code,etl_timestamp,NEG,POS
19120,2020-12-03 18:20:02,26175,3509
19101,2020-12-03 18:20:02,254,55
19190,2020-12-03 18:20:02,11,NA
19136,2020-12-03 18:20:02,24859,2197
19111,2020-12-03 18:20:02,27950,3338
19194,2020-12-03 18:20:02,13,NA
19115,2020-12-03 18:20:02,16676,1964
19105,2020-12-03 18:20:02,117,11
19147,2020-12-03 18:20:02,24788,1139
19192,2020-12-03 18:20:02,11,NA
19141,2020-12-03 18:20:02,13978,1433
19132,2020-12-03 18:20:02,15434,1482
19130,2020-12-03 18:20:02,21863,995
19143,2020-12-03 18:20:02,37815,2590
19140,2020-12-03 18:20:02,23076,2715
19134,2020-12-03 18:20:02,26645,2589
19118,2020-12-03 18:20:02,6140,302
19104,2020-12-03 18:20:02,32649,1562
19107,2020-12-03 18:20:02,10517,560
19182,2020-12-03 18:20:02,7,NA
19154,2020-12-03 18:20:02,15262,1706
19148,2020-12-03 18:20:02,24932,2373
19146,2020-12-03 18:20:02,28682,1434
19183,2020-12-03 18:20:02,10,NA
19153,2020-12-03 18:20:02,5053,532
19150,2020-12-03 18:20:02,12331,1102
19144,2020-12-03 18:20:02,23441,1884
19110,2020-12-03 18:20:02,46,NA
19161,2020-12-03 18:20:02,16,NA
19125,2020-12-03 18:20:02,16375,915
19151,2020-12-03 18:20:02,14956,1475
19137,2020-12-03 18:20:02,3269,306
19114,2020-12-03 18:20:02,12015,1390
19138,2020-12-03 18:20:02,14679,1512
19103,2020-12-03 18:20:02,18740,624
19155,2020-12-03 18:20:02,45,NA
19191,2020-12-03 18:20:02,24,NA
19122,2020-12-03 18:20:02,13308,1325
19171,2020-12-03 18:20:02,6,NA
19176,2020-12-03 18:20:02,9,NA
19181,2020-12-03 18:20:02,10,NA
19131,2020-12-03 18:20:02,30044,2117
19135,2020-12-03 18:20:02,12355,1508
19133,2020-12-03 18:20:02,10206,1426
19128,2020-12-03 18:20:02,22182,1152
19127,2020-12-03 18:20:02,4382,187
19123,2020-12-03 18:20:02,12699,776
19178,2020-12-03 18:20:02,8,NA
19121,2020-12-03 18:20:02,18916,1710
19124,2020-12-03 18:20:02,25785,3521
19106,2020-12-03 18:20:02,9314,446
19193,2020-12-03 18:20:02,9,NA
19126,2020-12-03 18:20:02,9905,1012
19145,2020-12-03 18:20:02,25067,2324
19152,2020-12-03 18:20:02,20915,1941
19139,2020-12-03 18:20:02,26337,2095
19102,2020-12-03 18:20:02,4724,180
19119,2020-12-03 18:20:02,17159,1014
19129,2020-12-03 18:20:02,7014,378
19116,2020-12-03 18:20:02,13548,1758
19149,2020-12-03 18:20:02,17688,2497
19109,2020-12-03 18:20:02,28,NA
19142,2020-12-03 18:20:02,11421,1393
19170,2020-12-03 18:20:02,10,NA
19160,2020-12-03 18:20:02,40,NA
19108,2020-12-03 18:20:02,45,NA
19188,2020-12-03 18:20:02,7,NA
19197,2020-12-03 18:20:02,8,NA
19113,2020-12-03 18:20:02,57,NA
