zip_code,etl_timestamp,POS,NEG
19145,2021-08-06 15:00:02,5410,61694
19151,2021-08-06 15:00:02,3022,39540
19149,2021-08-06 15:00:02,5764,49326
19129,2021-08-06 15:00:02,927,18463
19128,2021-08-06 15:00:02,2922,53613
19140,2021-08-06 15:00:02,5566,60757
19182,2021-08-06 15:00:02,NA,22
19132,2021-08-06 15:00:02,3055,41813
19154,2021-08-06 15:00:02,4241,51186
19121,2021-08-06 15:00:02,3403,46383
19102,2021-08-06 15:00:02,415,13028
19134,2021-08-06 15:00:02,5996,65543
19172,2021-08-06 15:00:02,NA,15
19119,2021-08-06 15:00:02,2147,43221
19135,2021-08-06 15:00:02,3736,34515
19107,2021-08-06 15:00:02,1192,24841
19116,2021-08-06 15:00:02,4616,45249
19126,2021-08-06 15:00:02,1923,23447
19160,2021-08-06 15:00:02,10,111
19113,2021-08-06 15:00:02,NA,99
19100,2021-08-06 15:00:02,NA,15
19104,2021-08-06 15:00:02,4525,243859
19101,2021-08-06 15:00:02,97,596
19114,2021-08-06 15:00:02,3556,34450
19118,2021-08-06 15:00:02,618,13634
19103,2021-08-06 15:00:02,1516,61740
19194,2021-08-06 15:00:02,NA,38
19179,2021-08-06 15:00:02,NA,9
19191,2021-08-06 15:00:02,NA,33
19105,2021-08-06 15:00:02,19,323
19183,2021-08-06 15:00:02,NA,16
19111,2021-08-06 15:00:02,7560,77912
19156,2021-08-06 15:00:02,NA,11
19122,2021-08-06 15:00:02,2547,29943
19153,2021-08-06 15:00:02,1216,14369
19170,2021-08-06 15:00:02,NA,16
19137,2021-08-06 15:00:02,878,8453
19171,2021-08-06 15:00:02,NA,25
19106,2021-08-06 15:00:02,961,22299
19125,2021-08-06 15:00:02,2120,40091
19178,2021-08-06 15:00:02,NA,13
19141,2021-08-06 15:00:02,3062,37220
19144,2021-08-06 15:00:02,4036,61794
19109,2021-08-06 15:00:02,NA,45
19138,2021-08-06 15:00:02,3098,39168
19146,2021-08-06 15:00:02,3105,75299
19127,2021-08-06 15:00:02,522,10326
19193,2021-08-06 15:00:02,NA,20
19197,2021-08-06 15:00:02,NA,13
19192,2021-08-06 15:00:02,NA,18
19162,2021-08-06 15:00:02,NA,10
19184,2021-08-06 15:00:02,NA,10
19130,2021-08-06 15:00:02,2078,55830
19108,2021-08-06 15:00:02,6,119
19120,2021-08-06 15:00:02,7380,72646
19143,2021-08-06 15:00:02,5645,99348
19196,2021-08-06 15:00:02,NA,14
19115,2021-08-06 15:00:02,4604,46615
19110,2021-08-06 15:00:02,NA,82
19181,2021-08-06 15:00:02,NA,19
19157,2021-08-06 15:00:02,NA,6
19195,2021-08-06 15:00:02,NA,11
19133,2021-08-06 15:00:02,2940,27518
19158,2021-08-06 15:00:02,NA,9
19152,2021-08-06 15:00:02,4656,49495
19188,2021-08-06 15:00:02,NA,10
19150,2021-08-06 15:00:02,2338,32642
19124,2021-08-06 15:00:02,7684,70900
19190,2021-08-06 15:00:02,NA,26
19142,2021-08-06 15:00:02,2897,31805
19131,2021-08-06 15:00:02,4240,76459
19176,2021-08-06 15:00:02,NA,51
19147,2021-08-06 15:00:02,2736,59783
19148,2021-08-06 15:00:02,5824,68060
19123,2021-08-06 15:00:02,1574,30185
19136,2021-08-06 15:00:02,5480,77651
19139,2021-08-06 15:00:02,4238,66663
19155,2021-08-06 15:00:02,NA,84
19161,2021-08-06 15:00:02,NA,35
