zip_code,etl_timestamp,NEG,POS
19118,2020-06-18 17:20:02,702,160
19134,2020-06-18 17:20:02,2963,768
19106,2020-06-18 17:20:02,842,68
19127,2020-06-18 17:20:02,318,30
19133,2020-06-18 17:20:02,1488,496
19101,2020-06-18 17:20:02,45,28
19105,2020-06-18 17:20:02,20,7
19129,2020-06-18 17:20:02,852,116
19115,2020-06-18 17:20:02,1836,789
19119,2020-06-18 17:20:02,2181,480
19148,2020-06-18 17:20:02,3682,774
19102,2020-06-18 17:20:02,444,55
19150,2020-06-18 17:20:02,1679,413
19104,2020-06-18 17:20:02,3204,621
19123,2020-06-18 17:20:02,1537,317
19152,2020-06-18 17:20:02,1889,645
19136,2020-06-18 17:20:02,5731,935
19107,2020-06-18 17:20:02,1492,221
19124,2020-06-18 17:20:02,3076,1074
19110,2020-06-18 17:20:02,6,NA
19140,2020-06-18 17:20:02,3345,987
19154,2020-06-18 17:20:02,1674,449
19151,2020-06-18 17:20:02,1998,598
19122,2020-06-18 17:20:02,1398,271
19146,2020-06-18 17:20:02,3578,497
19153,2020-06-18 17:20:02,802,206
19143,2020-06-18 17:20:02,5450,1111
19125,2020-06-18 17:20:02,1670,220
19132,2020-06-18 17:20:02,2433,632
19103,2020-06-18 17:20:02,1628,215
19144,2020-06-18 17:20:02,3049,775
19128,2020-06-18 17:20:02,2039,332
19141,2020-06-18 17:20:02,2002,544
19120,2020-06-18 17:20:02,3551,1269
19135,2020-06-18 17:20:02,1615,445
19145,2020-06-18 17:20:02,3641,608
19108,2020-06-18 17:20:02,8,NA
19139,2020-06-18 17:20:02,4074,885
19147,2020-06-18 17:20:02,2806,341
19126,2020-06-18 17:20:02,1399,505
19131,2020-06-18 17:20:02,3201,915
19121,2020-06-18 17:20:02,2234,439
19116,2020-06-18 17:20:02,1469,615
19142,2020-06-18 17:20:02,1803,643
19197,2020-06-18 17:20:02,8,NA
19114,2020-06-18 17:20:02,1411,438
19111,2020-06-18 17:20:02,3261,1062
19130,2020-06-18 17:20:02,2349,298
19149,2020-06-18 17:20:02,2168,824
19137,2020-06-18 17:20:02,419,50
19138,2020-06-18 17:20:02,2055,541
19113,2020-06-18 17:20:02,9,NA
